2001:678:580::,2001:678:580:ffff:ffff:ffff:ffff:ffff,50873,AS50873
2001:678:588::,2001:678:588:ffff:ffff:ffff:ffff:ffff,57260,FERATEL-CH-AS
2001:678:594::,2001:678:594:ffff:ffff:ffff:ffff:ffff,58132,DIGIDEO-AS
2001:678:598::,2001:678:598:ffff:ffff:ffff:ffff:ffff,31010,DTH-AS
2001:678:59c::,2001:678:59c:ffff:ffff:ffff:ffff:ffff,44973,RZHAS-AS ********** Arelion **********
2001:678:5a8::,2001:678:5a8:ffff:ffff:ffff:ffff:ffff,8387,T-SYSTEMS-AT Rennweg 97-99
2001:678:5ac::,2001:678:5ac:ffff:ffff:ffff:ffff:ffff,49885,INTERSHOP
2001:678:5b0::,2001:678:5b0:ffff:ffff:ffff:ffff:ffff,3320,DTAG Internet service provider operations
2001:678:5b4::,2001:678:5b4:ffff:ffff:ffff:ffff:ffff,35332,DATAWEB DataWeb B.V. - The Netherlands
2001:678:5c0::,2001:678:5c0:ffff:ffff:ffff:ffff:ffff,206883,BRUSSELSEXPO-AS
2001:678:5c4::,2001:678:5c4:ffff:ffff:ffff:ffff:ffff,48534,GUS-AS
2001:678:5cc::,2001:678:5cc:ffff:ffff:ffff:ffff:ffff,31149,EXPRESSNIKOPOL-AS
2001:678:5d0::,2001:678:5d0:ffff:ffff:ffff:ffff:ffff,204723,HACON
2001:678:5d4::,2001:678:5d4:ffff:ffff:ffff:ffff:ffff,3320,DTAG Internet service provider operations
2001:678:5d8::,2001:678:5d8:ffff:ffff:ffff:ffff:ffff,3399,OBE-NET
2001:678:5dc::,2001:678:5dc:ffff:ffff:ffff:ffff:ffff,200924,SIS2
2001:678:5e0::,2001:678:5e0:ffff:ffff:ffff:ffff:ffff,204671,HABR-AS Habr distributed network
2001:678:5e4::,2001:678:5e4:ffff:ffff:ffff:ffff:ffff,61961,NELLICUS-NETWORKS-
2001:678:5ec::,2001:678:5ec:ffff:ffff:ffff:ffff:ffff,39617,CONSULTANCY-ASN
2001:678:5f8::,2001:678:5f8:ffff:ffff:ffff:ffff:ffff,51581,PROFONIKA-
2001:678:600::,2001:678:600:ffff:ffff:ffff:ffff:ffff,204600,REPUBLER-AS
2001:678:604::,2001:678:604:ffff:ffff:ffff:ffff:ffff,49824,ACTPA-AS Astra LLC
2001:678:60c::,2001:678:60c:ffff:ffff:ffff:ffff:ffff,214592,GLADELIGHT
2001:678:618::,2001:678:618:ffff:ffff:ffff:ffff:ffff,206006,PWST-AS
2001:678:61c::,2001:678:61c:ffff:ffff:ffff:ffff:ffff,204423,PEMSY-AS
2001:678:620::,2001:678:620:ffff:ffff:ffff:ffff:ffff,204388,ZDZ-KATOWICE
2001:678:634::,2001:678:634:ffff:ffff:ffff:ffff:ffff,204345,STALLARD Tim Stallard
2001:678:638::,2001:678:638:ffff:ffff:ffff:ffff:ffff,204307,RISHIKESHAN
2001:678:63c::,2001:678:63c:ffff:ffff:ffff:ffff:ffff,39566,AS-SMARTHOST-
2001:678:640::,2001:678:640:ffff:ffff:ffff:ffff:ffff,204302,AUTO1-RIPE
2001:678:648::,2001:678:648:ffff:ffff:ffff:ffff:ffff,8473,BAHNHOF
2001:678:658::,2001:678:658:ffff:ffff:ffff:ffff:ffff,214450,OGL-AS
2001:678:660::,2001:678:660:ffff:ffff:ffff:ffff:ffff,203829,LEITZ-AS
2001:678:668::,2001:678:668:ffff:ffff:ffff:ffff:ffff,39591,GLOBAL-E
2001:678:66c::,2001:678:66c:ffff:ffff:ffff:ffff:ffff,200924,SIS2
2001:678:680::,2001:678:680:ffff:ffff:ffff:ffff:ffff,25223,"PIN Gothenburg, Sweden"
2001:678:688::,2001:678:688:ffff:ffff:ffff:ffff:ffff,8283,"COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands"
2001:678:68c::,2001:678:68c:ffff:ffff:ffff:ffff:ffff,13259,DELTA-TELESYSTEMS-AS
2001:678:690::,2001:678:690:ffff:ffff:ffff:ffff:ffff,49677,MAEHDROS-AS
2001:678:698::,2001:678:698:ffff:ffff:ffff:ffff:ffff,206249,TENNET
2001:678:69c::,2001:678:69c:ffff:ffff:ffff:ffff:ffff,25400,TELIA-NORWAY-AS Telia Norway Core Networks
2001:678:6a0::,2001:678:6a0:ffff:ffff:ffff:ffff:ffff,207647,INTENTION-AS
2001:678:6a4::,2001:678:6a4:ffff:ffff:ffff:ffff:ffff,202481,REAPOLIS-AS
2001:678:6a8::,2001:678:6a8:ffff:ffff:ffff:ffff:ffff,39577,GOODNET-AS
2001:678:6ac::,2001:678:6ac:ffff:ffff:ffff:ffff:ffff,49852,APN
2001:678:6b0::,2001:678:6b0:ffff:ffff:ffff:ffff:ffff,33873,ARVATO-SYSTEMS-AS *
2001:678:6b4::,2001:678:6b4:ffff:ffff:ffff:ffff:ffff,202456,SILIKO
2001:678:6bc::,2001:678:6bc:ffff:ffff:ffff:ffff:ffff,60150,AREA-7 IP-Routing by area-7 IT-Services GmbH
2001:678:6c0::,2001:678:6c0:ffff:ffff:ffff:ffff:ffff,202388,CLUB-NADIYA-AS
2001:678:6c4::,2001:678:6c4:ffff:ffff:ffff:ffff:ffff,202383,EL-K-STIL-AS
2001:678:6d4::,2001:678:6d4:ffff:ffff:ffff:ffff:ffff,200019,ALEXHOST
2001:678:6e0::,2001:678:6e7:ffff:ffff:ffff:ffff:ffff,202329,VZFFNRMO
2001:678:704::,2001:678:704:ffff:ffff:ffff:ffff:ffff,3301,TELIANET-SWEDEN Telia Company
2001:678:70c::,2001:678:70c:ffff:ffff:ffff:ffff:ffff,197942,FSK
2001:678:718::,2001:678:718:ffff:ffff:ffff:ffff:ffff,786,JANET Jisc Services Limited
2001:678:71c::,2001:678:71c:ffff:ffff:ffff:ffff:ffff,57265,STORYBEL
2001:678:720::,2001:678:720:ffff:ffff:ffff:ffff:ffff,25443,IDGPL-AS
2001:678:724::,2001:678:724:ffff:ffff:ffff:ffff:ffff,202383,EL-K-STIL-AS
2001:678:728::,2001:678:728:ffff:ffff:ffff:ffff:ffff,202288,MM
2001:678:72c::,2001:678:72c:ffff:ffff:ffff:ffff:ffff,201697,SEMAPHOR-AS Semaphor ApS
2001:678:738::,2001:678:738:ffff:ffff:ffff:ffff:ffff,202267,DOBROSVIT-AS
2001:678:73c::,2001:678:73c:ffff:ffff:ffff:ffff:ffff,202266,GROMSPILKAUA-AS
2001:678:744::,2001:678:744:ffff:ffff:ffff:ffff:ffff,203660,PLESK-INT-GMBH-AS
2001:678:74c::,2001:678:74c:ffff:ffff:ffff:ffff:ffff,48586,BAIKAL-IX-AS
2001:678:750::,2001:678:750:ffff:ffff:ffff:ffff:ffff,31477,DUOCAST-AS
2001:678:754::,2001:678:754:ffff:ffff:ffff:ffff:ffff,202171,TORERO-AS
2001:678:758::,2001:678:758:ffff:ffff:ffff:ffff:ffff,202144,CHEMPIR-AS
2001:678:75c::,2001:678:75c:ffff:ffff:ffff:ffff:ffff,199819,SUISA
2001:678:760::,2001:678:760:ffff:ffff:ffff:ffff:ffff,50472,CHAOS-AS
2001:678:764::,2001:678:764:ffff:ffff:ffff:ffff:ffff,202039,BJOLAB
2001:678:76c::,2001:678:76c:ffff:ffff:ffff:ffff:ffff,8315,ACNBB
2001:678:770::,2001:678:770:ffff:ffff:ffff:ffff:ffff,201836,GARANT-AS
2001:678:780::,2001:678:780:ffff:ffff:ffff:ffff:ffff,201626,PODILLIA-AS
2001:678:784::,2001:678:784:ffff:ffff:ffff:ffff:ffff,3301,TELIANET-SWEDEN Telia Company
2001:678:788::,2001:678:788:ffff:ffff:ffff:ffff:ffff,201380,ALFABISNES-AS
2001:678:78c::,2001:678:78c:ffff:ffff:ffff:ffff:ffff,12360,KTK KEVAG Telekom GmbH
2001:678:790::,2001:678:790:ffff:ffff:ffff:ffff:ffff,201292,AS-AGRO
2001:678:794::,2001:678:794:ffff:ffff:ffff:ffff:ffff,201281,MAZOYER-EU
2001:678:798::,2001:678:798:ffff:ffff:ffff:ffff:ffff,201734,CAMLOG-AS
2001:678:7a4::,2001:678:7a4:ffff:ffff:ffff:ffff:ffff,57587,ASINTEGSETISVYAZI
2001:678:7b0::,2001:678:7b0:ffff:ffff:ffff:ffff:ffff,199568,DIRRA
2001:678:7b4::,2001:678:7b4:ffff:ffff:ffff:ffff:ffff,214347,-Reserved AS-
2001:678:7b8::,2001:678:7b8:ffff:ffff:ffff:ffff:ffff,197600,APLUSC-AS MEDIA-PRESS.TV S.A.
2001:678:7bc::,2001:678:7bc:ffff:ffff:ffff:ffff:ffff,197600,APLUSC-AS MEDIA-PRESS.TV S.A.
2001:678:7c8::,2001:678:7c8:ffff:ffff:ffff:ffff:ffff,39086,NEXWAY
2001:678:7cc::,2001:678:7cc:ffff:ffff:ffff:ffff:ffff,39236,NO-NRA
2001:678:7d4::,2001:678:7d4:ffff:ffff:ffff:ffff:ffff,13045,HTP-AS
2001:678:7d8::,2001:678:7d8:ffff:ffff:ffff:ffff:ffff,2643,IHEP-SU IHEP-SU AS
2001:678:7e0::,2001:678:7e0:ffff:ffff:ffff:ffff:ffff,200306,BG-STAMOV-AS
2001:678:7e4::,2001:678:7e4:ffff:ffff:ffff:ffff:ffff,200301,BG-IVANOV-AS
2001:678:7ec::,2001:678:7ec:ffff:ffff:ffff:ffff:ffff,50917,DIEDERIK-AS backbone.direct AS50917 T2 transit network
2001:678:7f0::,2001:678:7f0:ffff:ffff:ffff:ffff:ffff,6730,SUNRISE
2001:678:7f4::,2001:678:7f4:ffff:ffff:ffff:ffff:ffff,201572,EKO-INICIATIVE-AS
2001:678:7f8::,2001:678:7f8:ffff:ffff:ffff:ffff:ffff,200273,KNET blameitonthe.network
2001:678:800::,2001:678:800:ffff:ffff:ffff:ffff:ffff,213103,MORELE
2001:678:804::,2001:678:804:ffff:ffff:ffff:ffff:ffff,12897,ENTEGAMEDIANET ENTEGA Medianet GmbH
2001:678:808::,2001:678:808:ffff:ffff:ffff:ffff:ffff,210316,ELEKOMS-AS
2001:678:80c::,2001:678:80c:ffff:ffff:ffff:ffff:ffff,29560,ILL-AS
2001:678:810::,2001:678:810:ffff:ffff:ffff:ffff:ffff,1836,GREEN green.ch AG Autonomous System
2001:678:814::,2001:678:814:ffff:ffff:ffff:ffff:ffff,64404,EVENTINFRA-AS
2001:678:81c::,2001:678:81c:ffff:ffff:ffff:ffff:ffff,12552,IPO-EU
2001:678:820::,2001:678:820:ffff:ffff:ffff:ffff:ffff,213297,WELTMEYER
2001:678:828::,2001:678:828:ffff:ffff:ffff:ffff:ffff,24639,INFRASERV-AS
2001:678:82c::,2001:678:82c:ffff:ffff:ffff:ffff:ffff,59776,LGI-CDN
2001:678:848::,2001:678:848:ffff:ffff:ffff:ffff:ffff,8873,WBERGNET
2001:678:84c::,2001:678:84c:ffff:ffff:ffff:ffff:ffff,57007,ASNITEX
2001:678:860::,2001:678:860:ffff:ffff:ffff:ffff:ffff,212466,ALLOT_SET
2001:678:864::,2001:678:864:ffff:ffff:ffff:ffff:ffff,205078,VASYD-AS VA SYD
2001:678:868::,2001:678:868:ffff:ffff:ffff:ffff:ffff,8220,COLT COLT Technology Services Group Limited
2001:678:870::,2001:678:870:ffff:ffff:ffff:ffff:ffff,199815,BULIGL-AS
2001:678:874::,2001:678:874:ffff:ffff:ffff:ffff:ffff,211927,ARTILECT
2001:678:880::,2001:678:880:ffff:ffff:ffff:ffff:ffff,35332,DATAWEB DataWeb B.V. - The Netherlands
2001:678:884::,2001:678:884:ffff:ffff:ffff:ffff:ffff,3301,TELIANET-SWEDEN Telia Company
2001:678:888::,2001:678:888:ffff:ffff:ffff:ffff:ffff,209933,DANDRI
2001:678:890::,2001:678:890:ffff:ffff:ffff:ffff:ffff,16509,AMAZON-02
2001:678:894::,2001:678:894:ffff:ffff:ffff:ffff:ffff,213370,NETOMAT
2001:678:898::,2001:678:898:ffff:ffff:ffff:ffff:ffff,39420,RO-ARSENIE-CIPRIAN
2001:678:89c::,2001:678:89c:ffff:ffff:ffff:ffff:ffff,57195,AUTO1
2001:678:8a0::,2001:678:8a0:ffff:ffff:ffff:ffff:ffff,6453,AS6453
2001:678:8a4::,2001:678:8a4:ffff:ffff:ffff:ffff:ffff,209801,VF
2001:678:8a8::,2001:678:8a8:ffff:ffff:ffff:ffff:ffff,48686,SOLTECH-ASN
2001:678:8ac::,2001:678:8ac:ffff:ffff:ffff:ffff:ffff,20570,ASN-TSI-IPLS Internet and VPN Service Provider
2001:678:8b0::,2001:678:8b0:ffff:ffff:ffff:ffff:ffff,43815,NASHPROSTIR-LLC
2001:678:8b4::,2001:678:8b4:ffff:ffff:ffff:ffff:ffff,9009,M247
2001:678:8cc::,2001:678:8cc:ffff:ffff:ffff:ffff:ffff,215756,SCHMITZWERKE Schmitz-Werke GmbH + Co. KG
2001:678:8d4::,2001:678:8d4:ffff:ffff:ffff:ffff:ffff,1205,JKU-LINZ-AS University Linz
2001:678:8e8::,2001:678:8e8:ffff:ffff:ffff:ffff:ffff,202520,SKYPASS-AS
2001:678:8ec::,2001:678:8ec:ffff:ffff:ffff:ffff:ffff,41549,EWB-CABLE-NETWORK-AS
2001:678:8f8::,2001:678:8f8:ffff:ffff:ffff:ffff:ffff,206884,FI-AS Finansinspektionen
2001:678:904::,2001:678:904:ffff:ffff:ffff:ffff:ffff,47453,ITSERVICE
2001:678:908::,2001:678:908:ffff:ffff:ffff:ffff:ffff,209577,NIMH-AS
2001:678:90c::,2001:678:90c:ffff:ffff:ffff:ffff:ffff,203728,AS_BAHU
2001:678:918::,2001:678:918:ffff:ffff:ffff:ffff:ffff,57166,STE
2001:678:91c::,2001:678:91c:ffff:ffff:ffff:ffff:ffff,206671,NOTMIKE
2001:678:924::,2001:678:924:ffff:ffff:ffff:ffff:ffff,49704,PETASC-BULGARIA
2001:678:928::,2001:678:928:ffff:ffff:ffff:ffff:ffff,60149,"NESS-AS Str. Palas 5B United Business Center 2, et 4"
2001:678:92c::,2001:678:92c:ffff:ffff:ffff:ffff:ffff,212337,PATRASBROADBAND
2001:678:934::,2001:678:934:ffff:ffff:ffff:ffff:ffff,16509,AMAZON-02
2001:678:938::,2001:678:938:ffff:ffff:ffff:ffff:ffff,29608,WAN2MANY-AS
2001:678:93c::,2001:678:93c:ffff:ffff:ffff:ffff:ffff,209467,REMSTAL-BOTE-AS
2001:678:944::,2001:678:944:ffff:ffff:ffff:ffff:ffff,34015,RHEINENERGIE
2001:678:94c::,2001:678:94c:ffff:ffff:ffff:ffff:ffff,30962,COMTRANCE-AS
2001:678:958::,2001:678:958:ffff:ffff:ffff:ffff:ffff,197069,EASY-CREDIT
2001:678:95c::,2001:678:95c:ffff:ffff:ffff:ffff:ffff,16019,VODAFONE-CZ-AS
2001:678:964::,2001:678:964:ffff:ffff:ffff:ffff:ffff,49697,JOEY-NETWORK Joey-Network
2001:678:97c::,2001:678:97c:ffff:ffff:ffff:ffff:ffff,216272,DEVHEX
2001:678:980::,2001:678:980:ffff:ffff:ffff:ffff:ffff,35675,DURCHDIELUFT-AS
2001:678:984::,2001:678:984:ffff:ffff:ffff:ffff:ffff,207910,DAM64
2001:678:98c::,2001:678:98c:ffff:ffff:ffff:ffff:ffff,31371,WISSENSCHAFTSLADEN-AS Germany
2001:678:994::,2001:678:994:ffff:ffff:ffff:ffff:ffff,208907,RISING-BRIDGE-TECHNOLOGY
2001:678:998::,2001:678:998:ffff:ffff:ffff:ffff:ffff,200288,OnApp Ltd.
2001:678:9b4::,2001:678:9b4:ffff:ffff:ffff:ffff:ffff,213210,KINGSLANDING-AS
2001:678:9c0::,2001:678:9c0:ffff:ffff:ffff:ffff:ffff,50030,SYSTEMDE-AS
2001:678:9c4::,2001:678:9c4:ffff:ffff:ffff:ffff:ffff,35522,BUSINESS-CENTER_CAPITAL_AS
2001:678:9c8::,2001:678:9c8:ffff:ffff:ffff:ffff:ffff,50399,OPENLINE-AS
2001:678:9cc::,2001:678:9cc:ffff:ffff:ffff:ffff:ffff,61384,NEON-ISP-AS
2001:678:9d0::,2001:678:9d0:ffff:ffff:ffff:ffff:ffff,34944,"ZENIT-ARENA-AS Russian Federation, Saint-Petersburg"
2001:678:9d4::,2001:678:9d4:ffff:ffff:ffff:ffff:ffff,13045,HTP-AS
2001:678:9dc::,2001:678:9dc:ffff:ffff:ffff:ffff:ffff,2119,TELENOR-NEXTEL Telenor Norge AS
2001:678:9e0::,2001:678:9e0:ffff:ffff:ffff:ffff:ffff,203312,CL-AS
2001:678:9e4::,2001:678:9e4:ffff:ffff:ffff:ffff:ffff,212378,AS212378 7b0e5f3b-e21d-4182-9744-576bbfbbf0b8
2001:678:9e8::,2001:678:9e8:ffff:ffff:ffff:ffff:ffff,208447,FASTMILE
2001:678:9f4::,2001:678:9f4:ffff:ffff:ffff:ffff:ffff,207209,IT-ZAVOD
2001:678:9fc::,2001:678:9fc:ffff:ffff:ffff:ffff:ffff,15550,COUNTANDCARE COUNT+CARE Verwaltungs GmbH
2001:678:a00::,2001:678:a00:ffff:ffff:ffff:ffff:ffff,49697,JOEY-NETWORK Joey-Network
2001:678:a04::,2001:678:a04:ffff:ffff:ffff:ffff:ffff,3320,DTAG Internet service provider operations
2001:678:a0c::,2001:678:a0c:ffff:ffff:ffff:ffff:ffff,35408,TRANSEU_WROC Trans.EU Group S.A.
2001:678:a14::,2001:678:a14:ffff:ffff:ffff:ffff:ffff,13101,TNG-AS TNG Stadtnetz GmbH
2001:678:a18::,2001:678:a18:ffff:ffff:ffff:ffff:ffff,43350,NFORCE
2001:678:a1c::,2001:678:a1c:ffff:ffff:ffff:ffff:ffff,29001,DMA-AS
2001:678:a20::,2001:678:a20:ffff:ffff:ffff:ffff:ffff,15380,ANSCZ is czech national air traffic control organisation
2001:678:a28::,2001:678:a28:ffff:ffff:ffff:ffff:ffff,209221,ASPERFNET
2001:678:a30::,2001:678:a30:ffff:ffff:ffff:ffff:ffff,215230,FIBERX_RO-AS
2001:678:a38::,2001:678:a38:ffff:ffff:ffff:ffff:ffff,209220,ABLATIVEHOSTING
2001:678:a3c::,2001:678:a3c:ffff:ffff:ffff:ffff:ffff,8867,TEHILA-AS
2001:678:a40::,2001:678:a40:ffff:ffff:ffff:ffff:ffff,204911,SYSTEMLOS-AS
2001:678:a48::,2001:678:a48:ffff:ffff:ffff:ffff:ffff,209163,AUCHAN_IT-AS
2001:678:a50::,2001:678:a50:ffff:ffff:ffff:ffff:ffff,24971,MASTER-AS Czech Republic  www.master.cz
2001:678:a5c::,2001:678:a5c:ffff:ffff:ffff:ffff:ffff,209075,MODIN
2001:678:a64::,2001:678:a64:ffff:ffff:ffff:ffff:ffff,198423,RESOLV-AS
2001:678:a68::,2001:678:a68:ffff:ffff:ffff:ffff:ffff,204882,DNOLAN-AS
2001:678:a6c::,2001:678:a6c:ffff:ffff:ffff:ffff:ffff,212043,AS365
2001:678:a74::,2001:678:a74:ffff:ffff:ffff:ffff:ffff,197838,CHEELOO-AS
2001:678:a7c::,2001:678:a7c:ffff:ffff:ffff:ffff:ffff,200924,SIS2
2001:678:a80::,2001:678:a80:ffff:ffff:ffff:ffff:ffff,215872,YAMINEBULACH-AS
2001:678:a84::,2001:678:a84:ffff:ffff:ffff:ffff:ffff,208713,EDS-NET
2001:678:a88::,2001:678:a88:ffff:ffff:ffff:ffff:ffff,51509,NEO-AS
2001:678:a8c::,2001:678:a8c:ffff:ffff:ffff:ffff:ffff,208727,FF-KITZINGEN
2001:678:a98::,2001:678:a98:ffff:ffff:ffff:ffff:ffff,208702,ERNST
2001:678:a9c::,2001:678:a9c:ffff:ffff:ffff:ffff:ffff,39702,SIT-AS
2001:678:aa4::,2001:678:aa4:ffff:ffff:ffff:ffff:ffff,202297,SKYLON SKYLON
2001:678:ab8::,2001:678:ab8:ffff:ffff:ffff:ffff:ffff,35814,RESURS
2001:678:abc::,2001:678:abc:ffff:ffff:ffff:ffff:ffff,29186,LLC Rivne-Telecom
2001:678:acc::,2001:678:acc:ffff:ffff:ffff:ffff:ffff,139321,NUCLI
2001:678:ad0::,2001:678:ad0:ffff:ffff:ffff:ffff:ffff,205597,FROST
2001:678:ad4::,2001:678:ad4:ffff:ffff:ffff:ffff:ffff,205597,FROST
2001:678:ad8::,2001:678:ad8:ffff:ffff:ffff:ffff:ffff,208562,ALTEHOLZ
2001:678:adc::,2001:678:adc:ffff:ffff:ffff:ffff:ffff,3320,DTAG Internet service provider operations
2001:678:ae4::,2001:678:ae4:ffff:ffff:ffff:ffff:ffff,197942,FSK
2001:678:aec::,2001:678:aec:ffff:ffff:ffff:ffff:ffff,208391,NETRAVNEN
2001:678:b0c::,2001:678:b0c:ffff:ffff:ffff:ffff:ffff,204946,GUFFNET
2001:678:b10::,2001:678:b10:ffff:ffff:ffff:ffff:ffff,13045,HTP-AS
2001:678:b18::,2001:678:b18:ffff:ffff:ffff:ffff:ffff,15507,IT3GNS-P4-AS
2001:678:b1c::,2001:678:b1c:ffff:ffff:ffff:ffff:ffff,20676,PLUSNET *****************
2001:678:b24::,2001:678:b24:ffff:ffff:ffff:ffff:ffff,210360,HIMBEER-AS
2001:678:b28::,2001:678:b28:ffff:ffff:ffff:ffff:ffff,204867,LIGHTNING-WIRE-LABS
2001:678:b30::,2001:678:b30:ffff:ffff:ffff:ffff:ffff,41634,SVEA
2001:678:b40::,2001:678:b40:ffff:ffff:ffff:ffff:ffff,208003,EMTIA-LINK
2001:678:b44::,2001:678:b44:ffff:ffff:ffff:ffff:ffff,25526,LAMBDANETUA
2001:678:b50::,2001:678:b50:ffff:ffff:ffff:ffff:ffff,62009,INFORMATICA-SYSTEM-AS
2001:678:b58::,2001:678:b58:ffff:ffff:ffff:ffff:ffff,29560,ILL-AS
2001:678:b5c::,2001:678:b5c:ffff:ffff:ffff:ffff:ffff,60033,SOFTECH-AS
2001:678:b60::,2001:678:b60:ffff:ffff:ffff:ffff:ffff,12496,IDNET IDNet
2001:678:b64::,2001:678:b64:ffff:ffff:ffff:ffff:ffff,30781,JAGUAR-AS
2001:678:b68::,2001:678:b68:ffff:ffff:ffff:ffff:ffff,35684,SHC
2001:678:b6c::,2001:678:b6c:ffff:ffff:ffff:ffff:ffff,207880,NETWORK-0X0A
2001:678:b70::,2001:678:b70:ffff:ffff:ffff:ffff:ffff,207886,ECOMPEU-
2001:678:b74::,2001:678:b74:ffff:ffff:ffff:ffff:ffff,215472,SL-JFERME
2001:678:b78::,2001:678:b78:ffff:ffff:ffff:ffff:ffff,8794,FAZ Hellerhofstrasse 2-4
2001:678:b7c::,2001:678:b7c:ffff:ffff:ffff:ffff:ffff,207871,FFDDORF
2001:678:b90::,2001:678:b90:ffff:ffff:ffff:ffff:ffff,35407,SMN-AS Kr.Valdemara 21
2001:678:b94::,2001:678:b94:ffff:ffff:ffff:ffff:ffff,34601,VIEWPOINT
2001:678:b98::,2001:678:b98:ffff:ffff:ffff:ffff:ffff,207822,NPK-MSA-AS
2001:678:b9c::,2001:678:b9c:ffff:ffff:ffff:ffff:ffff,207853,NPO-UNIMACH-AS
2001:678:ba4::,2001:678:ba4:ffff:ffff:ffff:ffff:ffff,207824,FLUXXX 13cd842bea64e84613b4a34dc06a80cb69cabe7e
2001:678:ba8::,2001:678:ba8:ffff:ffff:ffff:ffff:ffff,212170,RULA-AS
2001:678:bac::,2001:678:bac:ffff:ffff:ffff:ffff:ffff,8956,FLENS-NET germany
2001:678:bb4::,2001:678:bb4:ffff:ffff:ffff:ffff:ffff,43962,INTEN
2001:678:bb8::,2001:678:bb8:ffff:ffff:ffff:ffff:ffff,206904,CITILINK-AS
2001:678:bbc::,2001:678:bbc:ffff:ffff:ffff:ffff:ffff,13190,CRYPTOSHELL
2001:678:bc0::,2001:678:bc0:ffff:ffff:ffff:ffff:ffff,41064,SKYROCK
2001:678:bc4::,2001:678:bc4:ffff:ffff:ffff:ffff:ffff,206218,AT4-AS at4.xyz
2001:678:bc8::,2001:678:bc8:ffff:ffff:ffff:ffff:ffff,57078,RAPPORTO
2001:678:bcc::,2001:678:bcc:ffff:ffff:ffff:ffff:ffff,202891,MULTICOM-IOT
2001:678:bd0::,2001:678:bd0:ffff:ffff:ffff:ffff:ffff,207631,LUCCAWIFI
2001:678:bd8::,2001:678:bd8:ffff:ffff:ffff:ffff:ffff,51895,PUBLICOMPSERVER
2001:678:bdc::,2001:678:bdc:ffff:ffff:ffff:ffff:ffff,3320,DTAG Internet service provider operations
2001:678:be0::,2001:678:be0:ffff:ffff:ffff:ffff:ffff,207632,SVINE
2001:678:be4::,2001:678:be4:ffff:ffff:ffff:ffff:ffff,207647,INTENTION-AS
2001:678:be8::,2001:678:be8:ffff:ffff:ffff:ffff:ffff,207563,POSEIDON
2001:678:bf4::,2001:678:bf4:ffff:ffff:ffff:ffff:ffff,34858,TELEZON
2001:678:bf8::,2001:678:bf8:ffff:ffff:ffff:ffff:ffff,29301,KARAVEL-AS
2001:678:c00::,2001:678:c00:ffff:ffff:ffff:ffff:ffff,49554,SIORAS-AS
2001:678:c08::,2001:678:c08:ffff:ffff:ffff:ffff:ffff,207491,PUESCHEL-AS
2001:678:c10::,2001:678:c10:ffff:ffff:ffff:ffff:ffff,207488,SQTELE-AS
2001:678:c14::,2001:678:c14:ffff:ffff:ffff:ffff:ffff,6855,SK-TELEKOM Slovak Telekom  T-Mobile CZ
2001:678:c28::,2001:678:c28:ffff:ffff:ffff:ffff:ffff,13195,"INECO Paseo de la Habana, 138"
2001:678:c30::,2001:678:c30:ffff:ffff:ffff:ffff:ffff,39591,GLOBAL-E
2001:678:c34::,2001:678:c34:ffff:ffff:ffff:ffff:ffff,207437,CHOICE
2001:678:c38::,2001:678:c38:ffff:ffff:ffff:ffff:ffff,207411,BAUER-NET
2001:678:c40::,2001:678:c40:ffff:ffff:ffff:ffff:ffff,20712,AS20712 Andrews & Arnold Ltd
2001:678:c44::,2001:678:c44:ffff:ffff:ffff:ffff:ffff,209718,REDPANDA-DNS-AS
2001:678:c50::,2001:678:c50:ffff:ffff:ffff:ffff:ffff,25151,CYSO-AS
2001:678:c58::,2001:678:c58:ffff:ffff:ffff:ffff:ffff,213080,GESPAG
2001:678:c5c::,2001:678:c5c:ffff:ffff:ffff:ffff:ffff,50509,TRANSROUTE
2001:678:c60::,2001:678:c60:ffff:ffff:ffff:ffff:ffff,214423,MSI-AS
2001:678:c6c::,2001:678:c6c:ffff:ffff:ffff:ffff:ffff,209718,REDPANDA-DNS-AS
2001:678:c70::,2001:678:c70:ffff:ffff:ffff:ffff:ffff,47937,WELTERDE-AS
2001:678:c74::,2001:678:c74:ffff:ffff:ffff:ffff:ffff,8881,VERSATEL
2001:678:c7c::,2001:678:c7c:ffff:ffff:ffff:ffff:ffff,44416,SNSUA-AS
2001:678:c88::,2001:678:c88:ffff:ffff:ffff:ffff:ffff,206161,VOIDPTR
2001:678:c90::,2001:678:c90:ffff:ffff:ffff:ffff:ffff,216365,CLOUD_SOLUTIONS_2
2001:678:c98::,2001:678:c98:ffff:ffff:ffff:ffff:ffff,48025,AS_ISLANDNET
2001:678:c9c::,2001:678:c9c:ffff:ffff:ffff:ffff:ffff,200924,SIS2
2001:678:ca0::,2001:678:ca0:ffff:ffff:ffff:ffff:ffff,58299,OPENFACTORY-AS Openfactory GmbH
2001:678:ca8::,2001:678:ca8:ffff:ffff:ffff:ffff:ffff,12897,ENTEGAMEDIANET ENTEGA Medianet GmbH
2001:678:cac::,2001:678:cac:ffff:ffff:ffff:ffff:ffff,39702,SIT-AS
2001:678:cb0::,2001:678:cb0:ffff:ffff:ffff:ffff:ffff,60431,PNO-AS
2001:678:cb4::,2001:678:cb4:ffff:ffff:ffff:ffff:ffff,56396,AMOBEE
