16777216,16777471,13335,"Cloudflare, Inc."
16778240,16779263,38803,Gtelecom Pty Ltd
16781312,16781567,2519,ARTERIA Networks Corporation
16793600,16809983,18144,"Energia Communications,Inc."
16809984,16842751,23969,TOT Public Company Limited
16827392,16827903,23974,Ministry of Education - EMISC
16827904,16828671,23969,TOT Public Company Limited
16828928,16834303,23969,TOT Public Company Limited
16834560,16842751,23969,TOT Public Company Limited
16843008,16843263,13335,"Cloudflare, Inc."
16844800,16845055,138421,China Unicom
16859136,16875263,2519,ARTERIA Networks Corporation
16875520,16908287,23969,TOT Public Company Limited
16909312,16909567,24151,China Internet Network Infomation Center
16941056,16973823,23969,TOT Public Company Limited
17072128,17104895,23969,TOT Public Company Limited
17104896,17170431,4725,SoftBank Corp.
17170432,17206271,9583,Sify Limited
17205248,17205503,132215,Powergrid Teleservices Limited
17205760,17228799,9583,Sify Limited
17228288,17228799,132215,Powergrid Teleservices Limited
17228800,17229823,9583,Sify Limited
17228800,17229055,132215,Powergrid Teleservices Limited
17229056,17229567,4755,Tata Communications Limited
17229824,17236223,9583,Sify Limited
17236736,17242623,9583,Sify Limited
17242112,17242367,133388,IMS Health India Pvt Ltd
17242368,17250303,9583,Sify Limited
17251328,17251583,9583,Sify Limited
17256704,17263871,9583,Sify Limited
17268736,17272831,9583,Sify Limited
17272320,17272575,132215,Powergrid Teleservices Limited
17272576,17274879,9583,Sify Limited
17274624,17274879,132215,Powergrid Teleservices Limited
17274880,17277951,9583,Sify Limited
17277184,17277695,132215,Powergrid Teleservices Limited
17277696,17283071,9583,Sify Limited
17282048,17282303,132215,Powergrid Teleservices Limited
17282560,17282815,9583,Sify Limited
17283072,17287167,9583,Sify Limited
17287168,17287935,132215,Powergrid Teleservices Limited
17288192,17294335,9583,Sify Limited
17293568,17293823,396421,PALO ALTO NETWORKS
17294336,17298943,9583,Sify Limited
17301760,17302015,38345,Internet Domain Name System Beijing Engineering Resrarch Center Ltd.
17303552,17303807,38345,Internet Domain Name System Beijing Engineering Resrarch Center Ltd.
17367040,17432575,4788,TM TECHNOLOGY SERVICES SDN BHD
17435136,17435391,148000,National Knowledge Network
17465344,17498111,23969,TOT Public Company Limited
17467136,17467391,23974,Ministry of Education - EMISC
17467392,17482751,23969,TOT Public Company Limited
17484288,17485567,23969,TOT Public Company Limited
17485824,17486335,23969,TOT Public Company Limited
17486592,17486847,23969,TOT Public Company Limited
17487360,17488127,23969,TOT Public Company Limited
